date,open,high,low,close,volume,amount,eos_price,prediction,q10,q20,q30,q40,q50,q60,q70,q80,q90,oct1,oct2,oct3,oct4,oct5,oct6,oct7,rel_interval_width,forecast_slope,ground_truth,pred,pred_proba,lab,meta_label
2022-09-24,19288.57,19316.14,18805.34,18920.5,239496.56746,4568927983.6507845,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25,18921.99,19180.21,18629.2,18807.38,191191.4492,3625136713.924704,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,18809.13,19318.96,18680.72,19227.82,439239.21943,8356951609.998724,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27,19226.68,20385.86,18816.32,19079.13,593260.74161,11705770260.67216,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,19078.1,19790.0,18471.28,19412.82,521385.45547,9964460007.304356,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,19412.82,19645.52,18843.01,19591.51,406424.93256,7868786414.856212,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,19590.54,20185.0,19155.36,19422.61,444322.9534,8694127253.576595,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,19422.61,19484.0,19159.42,19310.95,165625.13959,3200350294.52687,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,19312.24,19395.91,18920.35,19056.8,206812.47032,3970724799.9558167,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03,19057.74,19719.1,18959.68,19629.08,293585.75212,5672105805.772144,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,19629.08,20475.0,19490.6,20337.82,327012.00127,6533428229.851051,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,20337.82,20365.6,19730.0,20158.26,312239.75224,6275437160.958072,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-06,20158.26,20456.6,19853.0,19960.67,320122.1702,6452892402.324269,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-07,19960.67,20068.82,19320.0,19530.09,220874.83913,4353681483.987034,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,19530.09,19627.38,19237.14,19417.96,102480.09842,1995917001.739599,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09,19416.52,19558.0,19316.04,19439.02,113900.82681,2215007204.237991,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10,19439.96,19525.0,19020.25,19131.87,212509.09849,4101745483.129524,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11,19131.87,19268.09,18860.0,19060.0,243473.84286,4642843395.600282,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,19060.0,19238.31,18965.88,19155.53,213826.26731,4086903621.9265537,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13,19155.1,19513.79,18190.0,19375.13,399756.68337,7554309475.307986,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14,19375.58,19951.87,19070.37,19176.93,351634.32601,6877621835.225796,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,19176.93,19227.68,18975.18,19069.39,113847.64232,2178316065.622199,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,19068.4,19425.84,19063.74,19262.98,131894.61885,2531545363.3077,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,19262.98,19676.96,19152.03,19549.86,222813.87634,4331666395.604674,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,19548.48,19706.66,19091.0,19327.44,260313.07848,5065944973.464348,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,19327.44,19360.16,19065.97,19123.97,186137.29538,3575041318.449784,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,19123.35,19347.82,18900.0,19041.92,223530.13068,4276025723.9947824,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-21,19041.92,19250.0,18650.0,19164.37,269310.75769,5126619487.869021,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,19164.37,19257.0,19112.72,19204.35,110403.90837,2117395641.1269212,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,19204.29,19695.0,19070.11,19570.4,167057.20184,3233393909.200977,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,19570.4,19601.15,19157.0,19329.72,256168.14467,4957159176.816838,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,19330.6,20415.87,19237.0,20080.07,326370.67061,6454151276.520069,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,20079.02,21020.0,20050.41,20771.59,380492.69576,7833551674.485677,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,20771.61,20872.21,20200.0,20295.11,328643.57791,6771209922.011917,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-28,20295.11,20750.0,20000.09,20591.84,287039.94569,5849603405.682575,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,20591.84,21085.0,20554.01,20809.67,254881.77755,5303038321.457483,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-30,20809.68,20931.21,20515.0,20627.48,192795.60886,3994389493.325892,,,,,,,,,,,,,,,,,,,,,,,,,
